,시군구,번지,x,y,z,year
485, 서울특별시 강남구 청담동,44-21,127.0455995,37.5185448,3513.64068769,2007
486, 서울특별시 강남구 청담동,46-12,127.0486969,37.5189861,2194.47929737,2004
487, 서울특별시 강남구 청담동,46-5,127.049021,37.5190274,2064.44759207,2004
488, 서울특별시 강남구 청담동,5-25,127.0460427,37.5236312,4348.03808297,2005
489, 서울특별시 강남구 청담동,50-5,127.0499066,37.5234145,3215.342958,2004
490, 서울특별시 강남구 청담동,59-2,127.051447,37.5225574,3425.77132486,2003
491, 서울특별시 강남구 청담동,59-21,127.0513614,37.5221702,2982.1738054,1999
492, 서울특별시 강남구 청담동,60,127.0505578,37.5222908,3556.41381475,1999
493, 서울특별시 강남구 청담동,65,127.0516426,37.5201469,3841.0789237,1984
494, 서울특별시 강남구 청담동,69-18,127.0544198,37.5215874,4813.91159512,2006
